title,description,category,datatype,text
Lucius_Asinius_Pollio_Verrucosus,Roman consul 81 AD,politician,Z,"Chieti (Italian: [ˈkjɛːti] (listen), locally [ˈkjɛːti]; Neapolitan: Chiete, Abruzzese: Chjïétë, Chjìtë; Greek: Θεάτη, romanized: Theátē; Latin: Theate, Teate) is a city and comune (municipality) in Southern Italy, 200 kilometres (124 miles) east by northeast of Rome. It is the capital of the province of Chieti in the Abruzzo region. In Italian, the adjectival form is teatino and inhabitants of Chieti are called teatini. The English form of this name is preserved in that of the Theatines, a Catholic religious order. == History ==


=== Etymology and first prehistoric settlements ===
Chieti is amongst the most ancient of Italian cities. According to mythological legends, the city was founded in 1181 BC by the Homeric Greek hero Achilles and was named in honor of his mother, Thetis. It was called Theate (Greek: Θεάτη) (or Teate in Latin). As Theate Marrucinorum, Chieti was the chief town of the warlike Marrucini. According to Strabo, it was founded by the Arcadians as Thegeate (Θηγεάτη). Discoveries of great importance to the prehistory of Abruzzo were those of two hand axes and some Clactonian splinters at Madonna del Freddo's fluvial terraces, traces of settlements dating back to  850,000 – 400,000 years ago."
Camille_Perfetti,French politician,politician,Z,"The Bridge at Villeneuve-la-Garenne is an 1872 painting by Alfred Sisley, now in the Metropolitan Museum of Art. == Provenance ==
It was bought from the artist on 24 August 1872 by Durand-Ruel, who sold it to Jean-Baptiste Faure on 15 April 1873. It was passed on to his son Louis Maurice's wife, who sold it to Georges Petit and Durand-Ruel in 1919. It was passed through various art dealers before being acquired by Fernand Bouisson sometime before 1930. It was then sold in New York and had been acquired by 1957 by Henry Ittleson Junior and his wife, who donated it to its present owner in 1964. == References =="
Antoine_Carrichon,French politician,politician,Z,"The 1900 Summer Olympics (French: Les Jeux olympiques d'été de 1900), today officially known as the Games of the II Olympiad, was an international multi-sport event that took place in Paris, France, in 1900. No opening or closing ceremonies were held; competitions began on 14 May and ended on 28 October. The Games were held as part of the 1900 World's Fair. In total, 997 competitors took part in 19 different sports. This number relies on certain assumptions about which events were and were not ""Olympic"". Many athletes, among them some who won events, didn't know that they had competed in the Olympic Games. Women took part in the games for the first time, and sailor Hélène de Pourtalès, born Helen Barbey in New York City, became the first female Olympic champion. The decision to hold competitions on a Sunday brought protests from many American athletes, who traveled as representatives of their colleges and were expected to withdraw rather than compete on their religious day of rest. At the Sorbonne conference of 1894, Pierre de Coubertin  proposed that the Olympic Games should take place in 1900 in Paris. The delegates to the conference were unwilling to wait six years and lobbied to hold the first games in 1896."
Sam_of_Gojoseon,Wiman Joseon politician,politician,Z,"Korea (officially the ""Korean Peninsula"") is a region in East Asia. Since 1945 it has been divided into the two parts which soon became the two sovereign states: North Korea (officially the ""Democratic People's Republic of Korea"") and South Korea (officially the ""Republic of Korea""). Korea consists of the Korean Peninsula, Jeju Island, and several minor islands near the peninsula. It is bordered by China to the northwest and Russia to the northeast. It is separated from Japan to the east by the Korea Strait and the Sea of Japan (East Sea). During the first half of the 1st millennium, Korea was divided between the three competing states of Goguryeo, Baekje, and Silla, together known as the Three Kingdoms of Korea. In the second half of the 1st millennium, Silla defeated and conquered Baekje and Goguryeo, leading to the ""Unified Silla"" period. Meanwhile, Balhae formed in the north, superseding former Goguryeo. Unified Silla eventually collapsed into three separate states due to civil war, ushering in the Later Three Kingdoms. Toward the end of the 1st millennium, Goguryeo was resurrected as Goryeo, which defeated the two other states and unified the Korean Peninsula as a single sovereign state."
Ed_Gomes,American politician,politician,Z,"Nuno Miguel Soares Pereira Ribeiro OIH (born 5 July 1976), known as Nuno Gomes, is a Portuguese former professional footballer who played as a striker. He was given the nickname Gomes during childhood after Fernando Gomes, and was regarded one of the country's most recognisable attacking players in the 1990s and 2000s; he consistently scored for both club and country, and was also capable of being a good link-up player, accumulating a number of assists throughout his career, which was spent mainly with Benfica, for which he netted 166 goals in 398 games over the course of 12 seasons.Gomes represented Portugal in two World Cups and three European Championships. He helped the national team finish second at Euro 2004 and third at Euro 2000, and won 79 senior caps. == Club career ==


=== Boavista / Benfica ===
Born in Amarante, Gomes established his reputation with Boavista FC, where he made his Primeira Liga debut in the 1994–95 season, aged 18. He collected his first silverware as his team beat S.L. Benfica to lift the Taça de Portugal in 1997, scoring one goal in a 3–2 win in the final. Gomes ranked joint-fourth top scorer in his last year at the Estádio do Bessa, before moving to Benfica. In the 1998–99 campaign he netted 34 times across all competitions, in an eventual third-place finish in the league. === Fiorentina / Return to Benfica ===
After three seasons at Benfica, in which he scored over 60 goals in over 100 appearances, his Euro 2000 exploits earned Gomes a €17 million move to ACF Fiorentina. He won the Coppa Italia over Parma F. C. in his first year, scoring in a 1–1 draw in the second leg of the final at home, which allowed his team to clinch the title 2–1 on aggregate; however, his second season was less successful, as financial collapse by the Viola and their subsequent relegation precipitated a 2002 return to his previous club.A series of nagging injuries limited Gomes to under 70 games from 2002 to 2005, but he still helped Benfica win the domestic cup in 2003–04 and the league the following season – in the latter, he contributed with seven goals from 23 appearances."
Jacinto_Puente_Portillo,Spanish politician,politician,Z,"Jorge Raúl Porcel de Peralta (Spanish pronunciation: [ˈxoɾxe raˈul poɾˈsel de peˈɾalta]; September 7, 1936 – May 16, 2006), known as Jorge Porcel, was an Argentine comedy actor and television host. He was nicknamed El Gordo de América (America's Fat Guy). Porcel is considered, along with Alberto Olmedo, one of Argentina's greatest comic actors of the twentieth century. == Movie career ==
Porcel worked in 49 movies, starting with 1962's Disloque en Mar del Plata, and ending with Carlito's Way (1993). Many of these 49 movies were collaborations with Olmedo. Among the movies they did together was 1986's Rambito y Rambón: Primera Misión. (Little Rambo and Big Rambo: First Mission)
Many of Porcel and Olmedo's movies in the 1970s and 1980s were adult-oriented comedies. Conservative Argentine authorities rated these movies as PM-18 (age 18 and above), except for some movies planned for family audiences, which had ""tamer"" content. These movies are considered to be the pinnacle of Argentina's sexy comedy movie genre. Most of these movies were directed by Gerardo Sofovich or his brother Hugo."
Li_Guowei,mathematician,mathematician,Z,"Wikipedia ( (listen) wik-ih-PEE-dee-ə or  (listen) wik-ee-) is a free, multilingual open-collaborative online encyclopedia created and maintained by a community of volunteer contributors using a wiki-based editing system. Wikipedia is the largest general reference work on the Internet, and one of the 15 most popular websites as ranked by Alexa; in 2021, it was ranked as the 13th most-visited. The project carries no advertisements and is hosted by the Wikimedia Foundation, an American non-profit organization funded mainly through donations.Wikipedia was launched on January 15, 2001, by Jimmy Wales and Larry Sanger; Sanger coined its name as a portmanteau of ""wiki"" and ""encyclopedia"". Initially available only in English, versions in other languages were quickly developed. The English Wikipedia, with 6.3 million articles as of April 2021, is the largest of the 321 language editions. Combined, Wikipedia's editions comprise more than 56 million articles, and attract more than 17 million edits and more than 1.7 billion unique visitors per month.Wikipedia has received praise for its enablement of democratization of knowledge, extent of coverage, unique structure, culture, and absence of commercial bias, but has also been criticized for its uneven accuracy and for exhibiting systemic bias, particularly gender bias against women, and ideological bias, particularly a left-wing political bias. In 2006, Time magazine stated that the open-door policy of allowing anyone to edit had made Wikipedia the ""biggest and perhaps the best encyclopedia in the world"", and a testament to the vision of Jimmy Wales. In 2018, Facebook and YouTube announced that they would help users detect fake news by suggesting links to related Wikipedia articles. == History ==


=== Nupedia ===

Other collaborative online encyclopedias were attempted before Wikipedia, but none were as successful. Wikipedia began as a complementary project for Nupedia, a free online English-language encyclopedia project whose articles were written by experts and reviewed under a formal process."
Jiří_Matoušek_(mathematician),Czech mathematician (b.1963),mathematician,Z,"Jiří (Jirka) Matoušek (10 March 1963 – 9 March 2015) was a Czech mathematician working in computational geometry and algebraic topology. He was a professor at Charles University in Prague and the author of several textbooks and research monographs. Matoušek was born in Prague. In 1986, he received his Master's degree at Charles University under Miroslav Katětov. From 1986 until his death he was employed at the Department of Applied Mathematics of Charles University in Prague, holding a professor position since 2000. He was also a visiting and later full professor at ETH Zurich.In 1996, he won the European Mathematical Society prize and in 2000 he won the Scientist award of the Learned Society of the Czech Republic. In 1998 he was an Invited Speaker of the International Congress of Mathematicians in Berlin. He became a fellow of the Learned Society of the Czech Republic in 2005.Matoušek's paper on computational aspects of algebraic topology won the Best Paper award at the 2012 ACM Symposium on Discrete Algorithms.Aside from his own academic writing, he has translated the popularization book Mathematics: A Very Short Introduction by Timothy Gowers into Czech.He was a supporter and signatory of the Cost of Knowledge protest. He died in 2015, aged 51. == Books ==
Invitation to Discrete Mathematics (with Jaroslav Nešetřil)."
Bill_Warner_(writer),Anerican critic of Islam and former physics professor,mathematician,Z,"Malcolm-Jamal Warner (born August 18, 1970) is an American actor, director, producer, musician, and writer. He is best known for his roles as Theodore Huxtable on the NBC sitcom The Cosby Show and as Malcolm McGee on the UPN sitcom Malcolm & Eddie. He also starred as Dr. Alex Reed in the sitcom Reed Between the Lines. He currently stars as Dr. AJ Austin on the FOX medical drama The Resident. He also became the producer for the PBS Kids series The Magic School Bus, produced by Nelvana, Scholastic, and South Carolina Educational Television. == Early life ==
Warner was born in Jersey City, New Jersey. He was raised by his divorced mother, Pamela, who served as his manager. He was named for Malcolm X and jazz pianist Ahmad Jamal. At the age of nine, he demonstrated an interest in show business which led to enrollment in acting schools. His career as a child performer later led him to graduate high school from The Professional Children's School in New York City, New York."
Peter_G._Harrison,British computer scientist,mathematician,Z,"Peter George Harrison (born 1951) is a Professor of Computing Science at Imperial College London known for the reversed compound agent theorem, which gives conditions for a stochastic network to have a product-form solution. Harrison attended Christ's College, Cambridge, where he was a Wrangler in Mathematics (1972) and gained a Distinction in Part III of the Mathematical Tripos (1973), winning the Mayhew Prize for Applied Mathematics.After spending two years in industry, Harrison moved to Imperial College, London where he has worked since, obtaining his Ph.D. in Computing Science in 1979 with a thesis titled ""Representative queueing network models of computer systems in terms of time delay probability distributions"" and lecturing since 1983.Current research interests include parallel algorithms, performance engineering, queueing theory, stochastic models and stochastic process algebra, particularly the application of RCAT to find product-form solutions.Harrison has coauthored two books, Functional Programming with Tony Field, and Performance Modelling of Communication Networks and Computer Architectures with Naresh Patel and published over 150 papers.Harrison is an associate editor of The Computer Journal.Via Saharon Shelah and Dov Gabbay, Harrison has an Erdős number of 3. == References =="
Philip_Candelas,British mathematician,mathematician,Z,"Philip Candelas,  (born 24 October 1951, London, UK) is a British physicist and mathematician. He has served as Rouse Ball Professor of Mathematics at the University of Oxford and is a Fellow of Wadham College, Oxford. == Education ==
Candelas was educated at Christ's College, Cambridge and Wadham College, Oxford, where he was a student of Dennis Sciama, from 1972, receiving his bachelor's degree in 1973. From 1975 he was a research fellow at Balliol College, Oxford, and in 1976-77 was at the University of Texas at Austin with John Archibald Wheeler. In 1977 he received his PhD from Oxford for research on quantum gravity supervised by Dennis Sciama, Derek J. Raine and M. R. Brown. == Career and research ==
After his DPhil, Candelas continued at the University of Texas, where he became an assistant professor in 1977, associate professor in 1983, and full professor in 1989. He was at the Institute for Advanced Study from 1993 to 1994, a visiting scientist at CERN from 1991 to 1993 and a visiting professor at Princeton University in 1995. He has been the Rouse Ball Professor of Mathematics at Oxford since 1999 and is also the Head of the Mathematical Physics Group at Oxford.Candelas is most known for his 1985 work with Edward Witten, Andrew Strominger, and Gary Horowitz in which they introduced compactification to string theory using Calabi–Yau manifolds. He also works on the geometry of Calabi-Yau manifolds and relationships with number theory and has made fundamental contributions to mirror symmetry. Candelas is also notable for his contributions in the field of quantum field theory (QFT) especially the renormalisation of QFT near black holes."
Horst_Sachs,German mathematician,mathematician,Z,"The pavane ( pə-VA(H)N; Italian: pavana, padovana; German: Paduana) is a slow processional dance common in Europe during the 16th century (Renaissance). The pavane, the earliest-known music for which was published in Venice by Ottaviano Petrucci, in Joan Ambrosio Dalza's Intabolatura de lauto libro quarto in 1508, is a sedate and dignified couple dance, similar to the 15th-century basse danse. The music which accompanied it appears originally to have been fast or moderately fast but, like many other dances, became slower over time (Brown 2001). == Origin of term ==
The word pavane is most probably derived from Italian [danza] padovana (En. Britannica), (Treccani 2016), meaning ""[dance] typical of Padua"" (similar to Bergamask, ""dance from Bergamo""); pavan is an old Northern Italian form for the modern Italian adjective padovano (= from Padua). This origin  is consistent with the equivalent form, Paduana. An alternative explanation is that it derives from the Spanish pavón meaning peacock (Sachs 1937, 356). Although the dance is often associated with Spain (Horst 1937, 7), it was ""almost certainly of Italian origin"" (Brown 2001). == History ==
The decorous sweep of the pavane suited the new more sober Spanish-influenced courtly manners of 16th-century Italy. It appears in dance manuals in England, France, and Italy."
Louis_Saalschütz,German mathematician,mathematician,Z,"In mathematics, the Bernoulli numbers Bn are a sequence of rational numbers which occur frequently in number theory. The Bernoulli numbers appear in (and can be defined by) the Taylor series expansions of the tangent and hyperbolic tangent functions, in Faulhaber's formula for the sum of m-th powers of the first n positive integers, in the Euler–Maclaurin formula, and in expressions for certain values of the Riemann zeta function. The values of the first 20 Bernoulli numbers are given in the adjacent table. Two conventions are used in the literature, denoted here by 
  
    
      
        
          B
          
            n
          
          
            −
            

            
          
        
      
    
    {\displaystyle B_{n}^{-{}}}
   and 
  
    
      
        
          B
          
            n
          
          
            +
            

            
          
        
      
    
    {\displaystyle B_{n}^{+{}}}
  ; they differ only for n = 1, where 
  
    
      
        
          B
          
            1
          
          
            −
            

            
          
        
        =
        −
        1
        
          /
        
        2
      
    
    {\displaystyle B_{1}^{-{}}=-1/2}
   and 
  
    
      
        
          B
          
            1
          
          
            +
            

            
          
        
        =
        +
        1
        
          /
        
        2
      
    
    {\displaystyle B_{1}^{+{}}=+1/2}
  . For every odd n > 1, Bn = 0. For every even n > 0, Bn is negative if n is divisible by 4 and positive otherwise. The Bernoulli numbers are special values of the Bernoulli polynomials 
  
    
      
        
          B
          
            n
          
        
        (
        x
        )
      
    
    {\displaystyle B_{n}(x)}
  , with 
  
    
      
        
          B
          
            n
          
          
            −
            

            
          
        
        =
        
          B
          
            n
          
        
        (
        0
        )
      
    
    {\displaystyle B_{n}^{-{}}=B_{n}(0)}
   and 
  
    
      
        
          B
          
            n
          
          
            +
          
        
        =
        
          B
          
            n
          
        
        (
        1
        )
      
    
    {\displaystyle B_{n}^{+}=B_{n}(1)}
  .The Bernoulli numbers were discovered around the same time by the Swiss mathematician Jacob Bernoulli, after whom they are named, and independently by Japanese mathematician Seki Takakazu. Seki's discovery was posthumously published in 1712 in his work Katsuyō Sanpō; Bernoulli's, also posthumously, in his Ars Conjectandi of 1713. Ada Lovelace's note G on the Analytical Engine from 1842 describes an algorithm for generating Bernoulli numbers with Babbage's machine. As a result, the Bernoulli numbers have the distinction of being the subject of the first published complex computer program."
Frederick_Bath,"Born: 10 September 1900 in Islington, London, England; Died: 2 September 1982 in Dartmouth, Devon, England",mathematician,Z,"Marquess of Bath is a title in the Peerage of Great Britain. It was created in 1789 for Thomas Thynne, 3rd Viscount Weymouth. The Marquess holds the subsidiary titles Baron Thynne, of Warminster in the County of Wiltshire, and Viscount Weymouth, both created in 1682 in the Peerage of England. He is also a baronet in the Baronetage of England. == Family history until 1800 ==

The Thynne family descends from the soldier and courtier Sir John Thynne (died 1580), who constructed Longleat House between 1567 and 1579. In 1641 his great-grandson Henry Frederick Thynne was created a Baronet, of Caus Castle, in the Baronetage of England (some sources claim that the territorial designation is ""Kempsford in the County of Gloucester""). He was succeeded by his son, the second Baronet. He represented Oxford University and Tamworth in the House of Commons and also served as Envoy to Sweden. In 1682 he was raised to the Peerage of England as Baron Thynne, of Warminster in the County of Wilts, and Viscount Weymouth, in the County of Dorset, with remainder to his younger brothers James Thynne (who died unmarried) and Henry Frederick Thynne and the heirs male of their bodies.Lord Weymouth died without surviving male issue in 1714 (one of his three sons, the Honourable Henry Thynne, represented Weymouth and Melcombe Regis and Tamworth in Parliament but had died in 1708, leaving only daughters) and was succeeded in the peerages (according to the special remainders) by his great-nephew, the second Viscount. He was the grandson of the aforementioned Henry Frederick Thynne, brother of the first Viscount."
Avempace,Andalusian arab polymath (1080-1138),mathematician,Z,"Abū Bakr Muḥammad ibn Yaḥyà ibn aṣ-Ṣā’igh at-Tūjībī ibn Bājja (Arabic: أبو بكر محمد بن يحيى بن الصائغ التجيبي بن باجة‎), best known by his Latinised name Avempace (; c. 1085 – 1138), was an Arab 
Andalusian polymath, whose writings include works regarding astronomy, physics, and music, as well as philosophy, medicine, botany, and poetry.He was the author of the Kitāb an-Nabāt (""The Book of Plants""), a popular work on botany, which defined the sex of plants. His philosophical theories influenced the work of Ibn Rushd (Averroes) and Albertus Magnus. Most of his writings and books were not completed (or well-organized) due to his early death. He had a vast knowledge of medicine, mathematics and astronomy. His main contribution to Islamic philosophy was his idea on soul phenomenology, which was never completed. Avempace was, in his time, not only a prominent figure of philosophy but also of music and poetry. His diwan (Arabic: collection of poetry) was rediscovered in 1951. Though many of his works have not survived, his theories in astronomy and physics were preserved by Maimonides and Averroes respectively, and influenced later astronomers and physicists in the Islamic civilization and Renaissance Europe, including Galileo Galilei.Avempace wrote one of the first (argued by some to be the first) commentaries on Aristotle in the western world. While his work on projectile motion was never translated from Arabic to Latin, his views became well known around the western world and to western philosophers, astronomers, and scientists of many disciplines. His works impacted contemporary medieval thought, and later influenced Galileo and his work."
Stephen_Bigelow,mathematician,mathematician,Z,"The Boeing CST-100 Starliner is a class of reusable crew capsules expected to transport crew to the International Space Station (ISS) and other low-Earth orbit destinations. It is manufactured by Boeing for its participation in NASA's Commercial Crew Program. The capsule has a diameter of 4.56 m (15.0 ft), which is slightly larger than the Apollo command module and smaller than the Orion capsule. The Boeing Starliner holds a crew of up to seven people and is being designed to be able to remain in-orbit for up to seven months with reusability of up to ten missions. It is designed to be compatible with the Atlas V, Delta IV, Falcon 9, and Vulcan Centaur launch vehicles.In the first phase of its Commercial Crew Program, NASA awarded Boeing US$18 million in 2010 for preliminary development of the spacecraft. In the second phase Boeing was awarded a US$93 million contract in 2011 for further spacecraft development. On 3 August 2012, NASA announced the award of US$460 million to Boeing to continue work on the Starliner under the Commercial Crew Integrated Capability (CCiCap) program. On 16 September 2014, NASA selected the Boeing Starliner, along with SpaceX Crew Dragon, for the Commercial Crew Transportation Capability (CCtCap) program, with an award of US$4.2 billion.The Boeing Starliner Orbital Flight Test (uncrewed test flight) launched with the Atlas V N22, on 20 December 2019 from SLC-41 at Cape Canaveral, Florida. During the test, the Starliner experienced a timing anomaly that precluded a docking with the International Space Station. Two days after launch, on 22 December 2019 at 12:58 UTC, with the landing at White Sands Space Harbor, New Mexico, the Boeing Starliner Calypso became the first crew-capable space capsule to make a land-based touchdown in the United States."
Stephen_Lovett,professor of mathematics,mathematician,Z,"Sweeney Todd: The Demon Barber of Fleet Street (often referred to simply as Sweeney Todd) is a 1979 musical with music and lyrics by Stephen Sondheim and a book by Hugh Wheeler. It is based on the 1973 play of the same name by Christopher Bond. Sweeney Todd opened on Broadway in 1979 and in the West End in 1980. It won the Tony Award for Best Musical and Olivier Award for Best New Musical. It has since had numerous revivals as well as a film adaptation. == Background ==
The character of Sweeney Todd had its origins in serialized Victorian popular fiction, known as ""penny dreadfuls"". A story called The String of Pearls was published in a weekly magazine during the winter of 1846–47. Set in 1785, the story featured as its principal villain a certain Sweeney Todd and included all the plot elements that were used by Sondheim and others ever since. The murderous barber's story proved instantly popular – it was turned into a play before the ending had even been revealed in print. An expanded edition appeared in 1850, an American version in 1852, a new play in 1865."
Evgeny_Henner,Russian mathematician,mathematician,Z,"The 2021 FIA World Rally Championship is the forty-ninth season of the World Rally Championship, an auto racing competition recognised by the Fédération Internationale de l'Automobile (FIA) as the highest class of international rallying. Teams and crews are competing in twelve rallies for the World Rally Championships for Drivers, Co-drivers, Teams and Manufacturers. Crews are free to compete in cars complying with Rally1 and Rally2 regulations; however, only manufacturers competing with Rally1 cars homologated under regulations introduced in 2017 are eligible to score points in the Manufacturers' championship. The championship is due to begin in January 2021 with the Rallye Monte-Carlo and conclude in November 2021 with Rally Japan. The series are be supported by the World Rally Championship-2 and World Rally Championship-3 categories at every round of the championship and by the Junior World Rally Championship at selected events.Sébastien Ogier and Julien Ingrassia are the reigning drivers' and co-drivers' champions, having secured their seventh championship titles at the 2020 Rally Monza. Hyundai are the reigning manufacturers' champions and are defending their manufacturers' title for the second consecutive year. After the third round, Ogier and Ingrassia lead drivers' and co-drivers' championships by eight points ahead of Thierry Neuville and Martijn Wydaeghe. Elfyn Evans and Scott Martin are third, further two points behind. In the manufacturers' championship, Toyota Gazoo Racing WRT holds a twenty-seven-point lead over reigning manufacturer champion Hyundai Shell Mobis WRT, with M-Sport Ford WRT in third. == Calendar ==

The 2021 championship is due to be contested over twelve rounds in Europe, Africa and Asia:

The following rounds were included on the original calendar published by WRC Promoter GmbH, but were later cancelled:


=== Calendar changes ===
With the addition of Rally Chile to the calendar in 2019, the FIA opened the tender process for new events to join the championship in 2020."
Valentine_Bargmann,German-American physicist,mathematician,Z,"Narasimhaiengar Mukunda (born 25 January 1939, New Delhi, India) is an Indian theoretical physicist.Mukunda's higher education began at Delhi University where he was granted a B.Sc. (Hon) degree in 1953. For his Ph.D. he studied at University of Rochester with E. C. G. Sudarshan and graduated in 1964. Mukunda’s thesis dealt with Hamiltonian mechanics, symmetry groups and elementary particles. He also studied group theory at Princeton University with Valentine Bargmann, including topological groups and Lie theory. He was a post-doctoral fellow at Syracuse University before he returned to India. In 1967 he became a Fellow at Tata Institute of Fundamental Research. In 1969 he transferred to IISc, Bangalore. From 1972 to 2001 he served a professor at the Center for Theoretical Studies. Using the notes from Bargmann's lectures, Mukunda contributed chapters on Lie groups to Classical Dynamics: a modern perspective that he authored with Sudarshan in 1974."
Sergey_Chesnokov,Russian mathematician,mathematician,Z,"This is a list of composers of 20th-century classical music, sortable by name, year of birth, year of death, nationality, notable works, and remarks. It includes only composers of significant fame and importance. The style of the composer's music is given where possible, bearing in mind that some defy simple classification. Names are listed first by year of birth, then in alphabetical order within each year. The 20th-century is defined by the calendar rather than by any unifying characteristics of musical style or attitude, and is therefore not an era of the same order as the classical or romantic. However, the century can be divided into modern and postmodern eras that overlap and can be defined more by differences in attitude than style."
Steven_G._Johnson,American mathematician known for co-creating the FFTW software library for fast Fourier transforms,mathematician,Z,"Wikipedia ( (listen) wik-ih-PEE-dee-ə or  (listen) wik-ee-) is a free, multilingual open-collaborative online encyclopedia created and maintained by a community of volunteer contributors using a wiki-based editing system. Wikipedia is the largest general reference work on the Internet, and one of the 15 most popular websites as ranked by Alexa; in 2021, it was ranked as the 13th most-visited. The project carries no advertisements and is hosted by the Wikimedia Foundation, an American non-profit organization funded mainly through donations.Wikipedia was launched on January 15, 2001, by Jimmy Wales and Larry Sanger; Sanger coined its name as a portmanteau of ""wiki"" and ""encyclopedia"". Initially available only in English, versions in other languages were quickly developed. The English Wikipedia, with 6.3 million articles as of April 2021, is the largest of the 321 language editions. Combined, Wikipedia's editions comprise more than 56 million articles, and attract more than 17 million edits and more than 1.7 billion unique visitors per month.Wikipedia has received praise for its enablement of democratization of knowledge, extent of coverage, unique structure, culture, and absence of commercial bias, but has also been criticized for its uneven accuracy and for exhibiting systemic bias, particularly gender bias against women, and ideological bias, particularly a left-wing political bias. In 2006, Time magazine stated that the open-door policy of allowing anyone to edit had made Wikipedia the ""biggest and perhaps the best encyclopedia in the world"", and a testament to the vision of Jimmy Wales. In 2018, Facebook and YouTube announced that they would help users detect fake news by suggesting links to related Wikipedia articles. == History ==


=== Nupedia ===

Other collaborative online encyclopedias were attempted before Wikipedia, but none were as successful. Wikipedia began as a complementary project for Nupedia, a free online English-language encyclopedia project whose articles were written by experts and reviewed under a formal process."
